城市代码,迁出目的地,Move_out,北京市,天津市,石家庄市,唐山市,秦皇岛市,邯郸市,邢台市,保定市,张家口市,承德市,沧州市,廊坊市,衡水市,太原市,大同市,阳泉市,长治市,晋城市,朔州市,晋中市,运城市,忻州市,临汾市,吕梁市,呼和浩特市,包头市,乌海市,赤峰市,通辽市,鄂尔多斯市,呼伦贝尔市,巴彦淖尔市,乌兰察布市,兴安盟,锡林郭勒盟,阿拉善盟,沈阳市,大连市,鞍山市,抚顺市,本溪市,丹东市,锦州市,营口市,阜新市,辽阳市,盘锦市,铁岭市,朝阳市,葫芦岛市,长春市,吉林市,四平市,辽源市,通化市,白山市,松原市,白城市,延边朝鲜族自治州,哈尔滨市,齐齐哈尔市,鸡西市,鹤岗市,双鸭山市,大庆市,伊春市,佳木斯市,七台河市,牡丹江市,黑河市,绥化市,大兴安岭地区,上海市,南京市,无锡市,徐州市,常州市,苏州市,南通市,连云港市,淮安市,盐城市,扬州市,镇江市,泰州市,宿迁市,杭州市,宁波市,温州市,嘉兴市,湖州市,绍兴市,金华市,衢州市,舟山市,台州市,丽水市,合肥市,芜湖市,蚌埠市,淮南市,马鞍山市,淮北市,铜陵市,安庆市,黄山市,滁州市,阜阳市,宿州市,六安市,亳州市,池州市,宣城市,福州市,厦门市,莆田市,三明市,泉州市,漳州市,南平市,龙岩市,宁德市,南昌市,景德镇市,萍乡市,九江市,新余市,鹰潭市,赣州市,吉安市,宜春市,抚州市,上饶市,济南市,青岛市,淄博市,枣庄市,东营市,烟台市,潍坊市,济宁市,泰安市,威海市,日照市,莱芜市,临沂市,德州市,聊城市,滨州市,菏泽市,郑州市,开封市,洛阳市,平顶山市,安阳市,鹤壁市,新乡市,焦作市,濮阳市,许昌市,漯河市,三门峡市,南阳市,商丘市,信阳市,周口市,驻马店市,济源市,武汉市,黄石市,十堰市,宜昌市,襄阳市,鄂州市,荆门市,孝感市,荆州市,黄冈市,咸宁市,随州市,恩施土家族苗族自治州,仙桃市,潜江市,天门市,神农架林区,长沙市,株洲市,湘潭市,衡阳市,邵阳市,岳阳市,常德市,张家界市,益阳市,郴州市,永州市,怀化市,娄底市,湘西土家族苗族自治州,广州市,韶关市,深圳市,珠海市,汕头市,佛山市,江门市,湛江市,茂名市,肇庆市,惠州市,梅州市,汕尾市,河源市,阳江市,清远市,东莞市,中山市,东沙群岛,潮州市,揭阳市,云浮市,南宁市,柳州市,桂林市,梧州市,北海市,防城港市,钦州市,贵港市,玉林市,百色市,贺州市,河池市,来宾市,崇左市,海口市,三亚市,三沙市,儋州市,五指山市,琼海市,文昌市,万宁市,东方市,定安县,屯昌县,澄迈县,临高县,白沙黎族自治县,昌江黎族自治县,乐东黎族自治县,陵水黎族自治县,保亭黎族苗族自治县,琼中黎族苗族自治县,重庆市,成都市,自贡市,攀枝花市,泸州市,德阳市,绵阳市,广元市,遂宁市,内江市,乐山市,南充市,眉山市,宜宾市,广安市,达州市,雅安市,巴中市,资阳市,阿坝藏族羌族自治州,甘孜藏族自治州,凉山彝族自治州,贵阳市,六盘水市,遵义市,安顺市,毕节市,铜仁市,黔西南布依族苗族自治州,黔东南苗族侗族自治州,黔南布依族苗族自治州,昆明市,曲靖市,玉溪市,保山市,昭通市,丽江市,普洱市,临沧市,楚雄彝族自治州,红河哈尼族彝族自治州,文山壮族苗族自治州,西双版纳傣族自治州,大理白族自治州,德宏傣族景颇族自治州,怒江傈僳族自治州,迪庆藏族自治州,拉萨市,日喀则市,昌都市,林芝市,山南市,那曲市,阿里地区,西安市,铜川市,宝鸡市,咸阳市,渭南市,延安市,汉中市,榆林市,安康市,商洛市,兰州市,嘉峪关市,金昌市,白银市,天水市,武威市,张掖市,平凉市,酒泉市,庆阳市,定西市,陇南市,临夏回族自治州,甘南藏族自治州,西宁市,海东市,海北藏族自治州,黄南藏族自治州,海南藏族自治州,果洛藏族自治州,玉树藏族自治州,海西蒙古族藏族自治州,银川市,石嘴山市,吴忠市,固原市,中卫市,乌鲁木齐市,克拉玛依市,吐鲁番市,哈密市,昌吉回族自治州,博尔塔拉蒙古自治州,巴音郭楞蒙古自治州,阿克苏地区,克孜勒苏柯尔克孜自治州,喀什地区,和田地区,伊犁哈萨克自治州,塔城地区,阿勒泰地区,石河子市,阿拉尔市,图木舒克市,五家渠市,北屯市,铁门关市,双河市,可克达拉市,昆玉市,台湾省,香港特别行政区,澳门特别行政区
110000,北京市,Beijing,0.0,11.86,5.73,12.75,9.57,6.6,4.86,27.36,37.85,33.93,8.88,43.36,7.24,1.87,6.75,2.78,2.37,1.97,2.69,1.26,2.31,2.17,2.62,1.15,4.49,3.48,1.18,10.17,3.44,1.63,3.69,2.27,4.28,2.37,6.53,1.01,1.83,3.01,1.55,1.52,1.43,2.65,2.41,1.73,2.45,0.87,1.88,0.92,3.77,4.74,2.04,2.64,0.95,1.26,1.77,1.76,1.09,1.54,2.42,2.92,2.72,2.19,1.69,1.54,1.82,1.68,1.94,1.07,2.92,1.54,1.02,2.06,1.51,1.2,0.47,1.2,0.4,0.44,0.62,0.96,0.6,0.8,0.75,0.42,0.5,0.71,0.86,0.45,0.28,0.34,0.28,0.28,0.23,0.47,0.56,0.29,0.3,0.8,0.73,0.7,0.51,0.49,0.52,0.43,0.7,1.26,0.42,1.02,0.55,0.56,0.65,0.41,0.39,0.71,0.67,0.32,0.43,0.24,0.24,0.54,0.31,0.36,0.91,0.58,0.4,0.63,0.42,0.35,0.59,0.65,0.37,0.49,0.35,1.94,1.85,1.67,1.43,2.17,2.36,1.77,1.68,2.3,2.22,1.38,1.07,1.56,3.36,2.94,1.8,2.56,0.99,0.8,1.39,0.84,2.09,1.28,1.1,0.93,2.42,0.89,0.79,0.91,1.96,1.22,2.69,1.59,1.57,0.81,0.86,0.34,0.84,0.96,0.98,0.19,0.49,0.56,0.43,0.46,0.43,0.83,0.36,0.28,0.32,0.33,0.11,0.66,0.47,0.35,0.42,0.29,0.46,0.61,0.68,0.25,0.45,0.34,0.47,0.44,0.36,0.48,0.15,0.5,0.6,0.19,0.14,0.13,0.47,0.14,0.13,0.12,0.19,0.1,0.08,0.2,0.11,0.0,0.13,0,0.12,0.11,0.08,0.41,0.28,1.02,0.21,0.76,0.24,0.12,0.11,0.12,0.16,0.16,0.1,0.06,0.12,0.64,3.0,1.01,0.35,0.41,1.17,0.81,1.03,0.48,0.17,0.05,0.48,0.23,0.14,0.04,0.0,0.0,0.0,0.0,0.37,0.1,0.11,0.33,0.16,0.05,0.05,0.04,0.07,0.12,0.1,0.08,0.05,0.2,0.13,0.07,0.05,0.04,0.06,0.02,0.1,0.47,0.29,11.93,0.22,0.55,4.11,0.13,9.42,0.26,0.25,21.61,0.0,5.35,2.16,6.98,1.29,3.48,2.48,3.87,10.58,7.87,2.82,3.15,2.2,1.76,1.32,0.06,0.06,0.08,0.08,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120000,天津市,Tianjin,4.46,0.0,1.81,20.85,5.47,5.47,1.85,3.52,3.47,4.59,16.58,11.54,3.03,0.41,1.41,0.71,0.6,0.28,0.65,0.52,0.48,0.59,0.61,0.45,0.67,0.6,0.23,1.99,0.92,0.26,1.02,0.55,0.77,0.63,0.85,0.12,0.55,0.88,0.59,0.62,0.53,0.67,0.87,0.63,0.73,0.32,0.69,0.35,1.14,1.99,0.63,0.77,0.36,0.55,0.96,0.66,0.36,0.57,0.62,0.87,1.38,0.53,0.47,0.38,0.47,0.65,0.46,0.32,0.72,0.55,0.41,0.4,0.33,0.26,0.14,0.33,0.12,0.0,0.16,0.3,0.14,0.31,0.18,0.12,0.14,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.15,0.16,0.15,0.11,0.07,0.11,0.08,0.15,0.28,0.1,0.41,0.13,0.08,0.2,0.09,0.0,0.16,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.14,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.63,0.67,0.37,1.11,0.73,0.72,0.6,0.79,0.62,0.43,0.45,0.47,3.88,1.24,2.56,0.85,0.17,0.2,0.28,0.18,0.65,0.5,0.31,0.19,0.87,0.14,0.13,0.14,0.41,0.36,0.35,0.31,0.34,0.12,0.15,0.06,0.18,0.1,0.14,0.04,0.0,0.12,0.09,0.12,0.0,0.17,0.0,0.04,0.05,0.06,0.0,0.11,0.0,0.06,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08,0.06,0.33,0.0,0.22,0.09,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.17,0.92,0.12,0.09,0.05,0.19,0.09,0.21,0.11,0.03,0.04,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,5.06,0.03,0.05,0.0,0.0,0.04,0.03,0.05,0.0,0.06,0.05,0.05,0.0,0.07,0.0,0.04,0.01,0.09,1.14,0.0,0.12,0.0,0.08,0.06,0.0,0.12,0.0,0.0,9.01,1.49,5.43,2.1,0.64,1.98,2.22,3.23,0.0,1.4,1.27,0.77,6.78,1.68,2.34,1.89,0.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130100,石家庄市,Shijiazhuang,2.23,1.82,0.0,3.83,3.98,11.41,30.19,15.31,5.61,4.57,6.65,1.79,19.65,1.05,0.77,11.0,0.74,0.57,0.5,2.21,0.46,2.62,0.51,0.75,0.44,0.44,0.16,0.5,0.17,0.36,0.16,0.28,0.43,0.17,0.52,0.36,0.25,0.32,0.16,0.12,0.15,0.15,0.22,0.19,0.16,0.1,0.16,0.1,0.24,0.34,0.23,0.18,0.12,0.1,0.1,0.07,0.06,0.11,0.11,0.27,0.12,0.09,0.06,0.05,0.1,0.12,0.09,0.03,0.13,0.1,0.08,0.1,0.0,0.21,0.0,0.27,0.0,0.0,0.13,0.25,0.14,0.15,0.12,0.0,0.09,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.09,0.08,0.06,0.05,0.05,0.1,0.08,0.07,0.14,0.07,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.41,0.37,0.19,0.4,0.39,0.47,0.28,0.33,0.4,0.28,0.3,0.31,1.19,0.97,0.47,0.36,0.24,0.2,0.28,0.17,0.72,0.35,0.35,0.27,0.46,0.18,0.17,0.17,0.29,0.18,0.16,0.2,0.26,0.23,0.18,0.0,0.18,0.16,0.18,0.04,0.11,0.1,0.09,0.0,0.08,0.11,0.08,0.04,0.0,0.08,0.0,0.12,0.07,0.08,0.0,0.0,0.07,0.0,0.09,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09,0.08,0.3,0.0,0.34,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.1,0.35,0.04,0.08,0.18,0.17,0.04,0.15,0.08,0.04,0.05,0.08,0.03,0.02,0.0,0.0,0.0,0.03,0.0,0.76,0.38,1.36,0.54,2.52,0.19,0.18,0.16,0.35,1.0,0.69,0.24,0.31,17.56,0.24,0.16,0.24,0.14,0.59,0.08,0.12,18.5,0.43,0.88,0.41,0.41,9.75,0.22,0.46,0.25,0.36,8.2,5.5,2.57,0.95,0.0,0.52,1.58,0.78,1.37,1.48,1.1,1.39,1.38,0.61,0.54,0.38,0.0,0.04,0.06,0.06,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
130200,唐山市,Tangshan,1.76,6.62,2.43,0.0,23.56,1.15,0.84,1.56,2.59,14.93,1.95,1.58,1.16,0.16,1.12,0.41,0.28,0.13,0.23,0.48,0.14,0.26,0.34,0.5,0.22,0.29,0.27,1.95,0.46,0.24,0.24,0.24,0.39,0.21,0.48,0.13,0.36,0.43,0.52,0.3,0.29,0.38,0.74,0.58,0.58,0.29,0.46,0.18,1.94,1.91,0.25,0.31,0.17,0.62,0.31,0.22,0.16,0.21,0.29,0.29,0.27,0.11,0.11,0.11,0.16,0.25,0.15,0.09,0.22,0.21,0.15,0.22,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.18,0.11,0.21,0.22,0.22,0.17,0.18,0.21,0.14,0.15,0.17,0.42,0.26,0.56,0.15,0.0,0.0,0.0,0.0,0.17,0.11,0.09,0.06,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.06,0.19,0.04,0.0,0.0,0.0,0.03,0.04,0.04,0.0,0.02,0.05,0.05,0.0,0.03,0.0,0.02,0.0,0.02,0.11,0.15,0.25,0.1,0.12,0.13,0.0,0.51,0.08,0.06,7.26,5.47,15.09,0.67,0.54,0.51,7.91,0.77,2.09,0.0,24.74,3.61,1.32,0.53,0.4,0.35,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130300,秦皇岛市,Qinhuangdao,0.74,1.1,1.0,12.37,0.0,0.35,0.23,0.58,0.72,3.2,0.58,0.56,0.54,0.07,0.42,0.07,0.0,0.0,0.1,0.14,0.0,0.08,0.0,0.04,0.08,0.08,0.04,0.49,0.28,0.08,0.44,0.07,0.07,0.19,0.07,0.06,0.37,0.35,0.26,0.22,0.14,0.31,0.95,0.38,0.5,0.19,0.44,0.19,0.87,13.83,0.24,0.29,0.18,0.2,0.34,0.22,0.14,0.17,0.29,0.33,0.46,0.21,0.19,0.18,0.25,0.46,0.19,0.16,0.3,0.39,0.2,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,0.08,0.11,0.1,0.0,0.06,0.13,0.05,0.05,0.0,0.11,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.04,0.21,0.05,0.04,0.0,0.0,0.04,0.03,0.06,0.0,0.03,0.04,0.0,0.0,0.04,0.0,0.01,0.0,0.02,0.12,0.06,0.2,0.0,0.08,0.14,0.0,0.17,0.0,0.0,6.85,1.95,0.0,0.71,0.65,0.49,9.7,0.8,6.08,12.49,2.02,3.84,1.29,0.55,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130400,邯郸市,Handan,3.06,3.68,9.27,2.03,1.6,0.0,18.65,2.83,1.37,0.98,1.5,1.49,2.43,0.83,0.63,1.64,6.4,1.46,0.57,1.59,0.43,0.68,1.09,0.98,0.27,0.4,0.21,0.28,0.1,0.55,0.06,0.22,0.29,0.05,0.26,0.09,0.21,0.43,0.16,0.16,0.2,0.13,0.13,0.21,0.11,0.06,0.21,0.09,0.15,0.2,0.13,0.17,0.07,0.04,0.08,0.08,0.04,0.04,0.1,0.09,0.05,0.07,0.02,0.03,0.06,0.03,0.03,0.02,0.05,0.05,0.02,0.03,0.0,0.15,0.16,0.25,0.1,0.22,0.15,0.18,0.1,0.13,0.31,0.1,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.39,0.07,0.08,0.08,0.08,0.08,0.08,0.0,0.07,0.13,0.07,0.53,0.09,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.78,0.32,0.23,0.31,0.62,0.92,0.38,0.61,0.58,0.55,0.52,0.35,0.62,6.15,0.41,0.67,0.37,0.24,0.34,0.21,11.68,1.42,0.85,0.32,5.97,0.22,0.16,0.2,0.24,0.21,0.17,0.18,0.18,0.3,0.16,0.17,0.15,0.15,0.17,0.06,0.09,0.07,0.09,0.0,0.11,0.12,0.0,0.04,0.04,0.07,0.0,0.09,0.06,0.07,0.0,0.0,0.05,0.07,0.07,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.14,0.26,0.0,0.0,0.04,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.06,0.08,0.0,0.06,0.0,0.07,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.11,0.07,0.83,0.06,0.05,0.06,0.0,0.04,0.04,0.09,0.0,0.05,0.08,0.05,0.0,0.08,0.0,0.03,0.04,0.63,0.27,0.1,0.16,0.08,0.11,0.09,0.0,0.21,0.09,0.06,6.63,1.45,2.11,16.23,0.55,32.08,5.32,20.74,10.07,1.71,1.53,2.03,0.0,7.83,41.61,24.3,0.1,0.03,1.33,0.18,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.02,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130500,邢台市,Xingtai,1.78,1.59,17.72,1.6,1.48,17.23,0.0,2.25,1.07,0.84,1.68,1.04,8.4,0.62,0.68,1.62,1.15,0.38,0.33,1.45,0.22,0.56,0.5,0.48,0.27,0.36,0.14,0.21,0.09,0.35,0.1,0.19,0.16,0.07,0.22,0.1,0.16,0.16,0.07,0.07,0.1,0.09,0.09,0.09,0.08,0.04,0.07,0.04,0.11,0.11,0.13,0.07,0.06,0.03,0.05,0.05,0.03,0.05,0.0,0.11,0.0,0.03,0.03,0.0,0.0,0.03,0.0,0.0,0.05,0.02,0.02,0.03,0.0,0.0,0.0,0.19,0.0,0.0,0.14,0.13,0.07,0.11,0.12,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.06,0.06,0.05,0.03,0.0,0.0,0.0,0.06,0.1,0.04,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.37,0.27,0.16,0.26,0.28,0.45,0.25,0.29,0.27,0.32,0.25,0.35,1.62,7.0,0.32,0.33,0.19,0.11,0.2,0.08,0.59,0.35,0.24,0.21,0.44,0.14,0.11,0.11,0.15,0.1,0.0,0.1,0.11,0.15,0.13,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.04,0.0,0.0,0.04,0.06,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.12,0.0,0.13,0.0,0.08,0.06,0.0,0.4,0.07,0.06,2.92,2.32,1.73,0.44,0.27,0.28,0.91,0.41,0.86,14.68,0.0,1.13,0.73,0.36,0.2,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
